page,section,component,current_copy,purpose,classification,issue,recommended_action,proposed_copy,seo_sensitive,factual_dependency,notes
sitewide/shared,summary,src/data/site.ts:392,Puedes iniciar con una valoración estética para revisar opciones realistas.,Information / orientation,KEEP,"Already clear, useful and natural enough",KEEP,Puedes iniciar con una valoración estética para revisar opciones realistas.,yes,no,
sitewide/shared,guidance,src/data/site.ts:394,"La recomendación depende de tu salud oral, expectativas, color, forma dental y diagnóstico profesional.",Information / orientation,SHORTEN,"Stiff, repetitive or less natural than needed",SHORTEN,La recomendación depende de tu salud oral y de lo que quieras cambiar.,yes,no,
sitewide/shared,whatsappMessage,src/data/site.ts:396,"Hola, estoy en Carepa y quiero agendar una valoración. Mi motivo de consulta es: quiero mejorar mi sonrisa. ¿Me pueden orientar con disponibilidad?",Prefilled WhatsApp message,SHORTEN,Overexplained or difficult to scan,SHORTEN,"Hola, quiero mejorar mi sonrisa. ¿Tienen disponibilidad para una valoración?",yes,no,
sitewide/shared,label,src/data/site.ts:400,Necesito una limpieza,Action / choice,KEEP,"Already clear, useful and natural enough",KEEP,Necesito una limpieza,yes,no,
sitewide/shared,summary,src/data/site.ts:401,"Es una consulta frecuente para prevención, control de placa y cuidado de encías.",Information / orientation,KEEP,"Already clear, useful and natural enough",KEEP,"Es una consulta frecuente para prevención, control de placa y cuidado de encías.",yes,no,
sitewide/shared,guidance,src/data/site.ts:403,La profesional definirá si basta con profilaxis o si necesitas otro manejo según la valoración.,Information / orientation,REWRITE,"Stiff, repetitive or less natural than needed",REWRITE,En la consulta se confirma si necesitas profilaxis u otro manejo para las encías.,yes,no,
sitewide/shared,whatsappMessage,src/data/site.ts:405,"Hola, estoy en Carepa y quiero agendar una valoración. Mi motivo de consulta es: necesito una limpieza dental. ¿Me pueden orientar con disponibilidad?",Prefilled WhatsApp message,SHORTEN,Overexplained or difficult to scan,SHORTEN,"Hola, quisiera agendar una limpieza dental. ¿Tienen disponibilidad?",yes,no,
sitewide/shared,label,src/data/site.ts:409,Me interesa ortodoncia,Action / choice,KEEP,"Already clear, useful and natural enough",KEEP,Me interesa ortodoncia,yes,no,
sitewide/shared,summary,src/data/site.ts:410,"Puedes pedir una valoración para revisar alineación, mordida y alternativas.",Information / orientation,KEEP,"Already clear, useful and natural enough",KEEP,"Puedes pedir una valoración para revisar alineación, mordida y alternativas.",yes,no,
sitewide/shared,guidance,src/data/site.ts:412,"No todos los casos requieren el mismo plan. La valoración ayuda a definir opciones, tiempos y pasos.",Information / orientation,SHORTEN,"Stiff, repetitive or less natural than needed",SHORTEN,No todos los casos usan el mismo plan. La revisión permite conocer las opciones.,yes,no,
sitewide/shared,whatsappMessage,src/data/site.ts:414,"Hola, estoy en Carepa y quiero agendar una valoración. Mi motivo de consulta es: me interesa ortodoncia. ¿Me pueden orientar con disponibilidad?",Prefilled WhatsApp message,SHORTEN,Overexplained or difficult to scan,SHORTEN,"Hola, quisiera información sobre ortodoncia. ¿Tienen disponibilidad para una valoración?",yes,no,
sitewide/shared,label,src/data/site.ts:418,Tengo una urgencia,Action / choice,KEEP,"Already clear, useful and natural enough",KEEP,Tengo una urgencia,yes,no,
sitewide/shared,summary,src/data/site.ts:419,"Si hay dolor fuerte, inflamación, trauma o restauración caída, escribe cuanto antes.",Information / orientation,KEEP,"Already clear, useful and natural enough",KEEP,"Si hay dolor fuerte, inflamación, trauma o restauración caída, escribe cuanto antes.",yes,no,
sitewide/shared,guidance,src/data/site.ts:421,El equipo revisará disponibilidad. No se promete atención inmediata si no está confirmada.,Information / orientation,SHORTEN,"Stiff, repetitive or less natural than needed",SHORTEN,Escribe qué pasó. Confirmaremos si hay disponibilidad para atenderte.,yes,no,
sitewide/shared,whatsappMessage,src/data/site.ts:423,"Hola, estoy en Carepa y tengo una urgencia odontológica. ¿Me pueden orientar con disponibilidad de atención?",Prefilled WhatsApp message,SHORTEN,"Stiff, repetitive or less natural than needed",SHORTEN,"Hola, tengo una urgencia odontológica. ¿Tienen disponibilidad para atenderme?",yes,no,
sitewide/shared,label,src/data/site.ts:427,Quiero consultar precios,Action / choice,KEEP,"Already clear, useful and natural enough",KEEP,Quiero consultar precios,yes,no,
sitewide/shared,summary,src/data/site.ts:428,"Puedes preguntar primero, pero el valor final depende del diagnóstico.",Information / orientation,KEEP,"Already clear, useful and natural enough",KEEP,"Puedes preguntar primero, pero el valor final depende del diagnóstico.",yes,no,
sitewide/shared,guidance,src/data/site.ts:430,"Para evitar información incompleta, lo ideal es revisar tu caso y explicar opciones antes de decidir.",Information / orientation,SHORTEN,"Stiff, repetitive or less natural than needed",SHORTEN,Algunos valores solo pueden definirse después de revisar el caso.,yes,no,
sitewide/shared,whatsappMessage,src/data/site.ts:432,"Hola, estoy en Carepa y quiero consultar precios de atención odontológica. ¿Me pueden orientar y contarme si debo agendar valoración?",Prefilled WhatsApp message,SHORTEN,Overexplained or difficult to scan,SHORTEN,"Hola, quisiera consultar precios. ¿Necesito agendar una valoración?",yes,no,
sitewide/shared,label,src/data/site.ts:436,No sé qué tratamiento necesito,Action / choice,KEEP,"Already clear, useful and natural enough",KEEP,No sé qué tratamiento necesito,yes,no,
sitewide/shared,summary,src/data/site.ts:437,Es normal no tener claro el nombre del tratamiento antes de una revisión.,Information / orientation,KEEP,"Already clear, useful and natural enough",KEEP,Es normal no tener claro el nombre del tratamiento antes de una revisión.,yes,no,
sitewide/shared,guidance,src/data/site.ts:439,Puedes escribir contando lo que notas o lo que te incomoda. La valoración ayuda a definir el camino adecuado.,Information / orientation,SHORTEN,"Stiff, repetitive or less natural than needed",SHORTEN,Escribe qué notas o qué te incomoda. La consulta ayudará a definir el siguiente paso.,yes,no,
sitewide/shared,whatsappMessage,src/data/site.ts:441,"Hola, estoy en Carepa y quiero agendar una valoración. No sé qué tratamiento necesito, pero quiero recibir orientación. ¿Me pueden ayudar con disponibilidad?",Prefilled WhatsApp message,SHORTEN,Overexplained or difficult to scan,SHORTEN,"Hola, no sé qué tratamiento necesito. ¿Tienen disponibilidad para una valoración?",yes,no,
sitewide/shared,title,src/data/site.ts:446,Cercanía,Heading / scanning,REWRITE,"Stiff, repetitive or less natural than needed",REWRITE,Agenda por WhatsApp,yes,no,
sitewide/shared,description,src/data/site.ts:447,"Agenda directa por WhatsApp, sin formularios largos ni procesos confusos.",Information / orientation,SHORTEN,"Stiff, repetitive or less natural than needed",SHORTEN,Pregunta por disponibilidad sin llenar formularios.,yes,no,
sitewide/shared,title,src/data/site.ts:450,Claridad,Heading / scanning,KEEP,"Already clear, useful and natural enough",KEEP,Claridad,yes,no,
sitewide/shared,description,src/data/site.ts:451,"Explicación del diagnóstico, opciones y próximos pasos antes de iniciar.",Information / orientation,REWRITE,"Stiff, repetitive or less natural than needed",REWRITE,Te contamos qué encontramos y qué opciones hay antes de iniciar.,yes,no,
sitewide/shared,title,src/data/site.ts:454,Responsabilidad,Heading / scanning,REWRITE,"Stiff, repetitive or less natural than needed",REWRITE,Valoración previa,yes,no,
sitewide/shared,description,src/data/site.ts:455,Cada plan depende de una valoración profesional y de tus necesidades reales.,Information / orientation,SHORTEN,"Stiff, repetitive or less natural than needed",SHORTEN,El tratamiento se define después de revisar el caso.,yes,no,
sitewide/shared,title,src/data/site.ts:460,No sé cuánto cuesta,Heading / scanning,KEEP,"Already clear, useful and natural enough",KEEP,No sé cuánto cuesta,yes,no,
sitewide/shared,answer,src/data/site.ts:462,"Puedes preguntar primero. El valor final depende de la valoración, el diagnóstico y el plan que realmente necesites.",Patient FAQ,KEEP,"Already clear, useful and natural enough",KEEP,"Puedes preguntar primero. El valor final depende de la valoración, el diagnóstico y el plan que realmente necesites.",yes,no,
sitewide/shared,title,src/data/site.ts:465,No sé si necesito valoración,Heading / scanning,KEEP,"Already clear, useful and natural enough",KEEP,No sé si necesito valoración,yes,no,
sitewide/shared,answer,src/data/site.ts:467,"Si tienes dolor, dudas estéticas o molestias repetidas, la valoración ayuda a decidir con información clara.",Patient FAQ,SHORTEN,"Stiff, repetitive or less natural than needed",SHORTEN,"Si tienes dolor, una duda estética o una molestia repetida, conviene revisar el caso.",yes,no,
sitewide/shared,title,src/data/site.ts:470,Me da nervios ir al odontólogo,Heading / scanning,KEEP,"Already clear, useful and natural enough",KEEP,Me da nervios ir al odontólogo,yes,no,
sitewide/shared,answer,src/data/site.ts:472,"Puedes contarlo desde el primer mensaje. La atención busca ser clara, tranquila y sin presión.",Patient FAQ,REWRITE,"Stiff, repetitive or less natural than needed",REWRITE,Puedes decirlo desde el primer mensaje para tenerlo en cuenta durante la cita.,yes,no,
sitewide/shared,title,src/data/site.ts:475,Solo quiero preguntar primero,Heading / scanning,KEEP,"Already clear, useful and natural enough",KEEP,Solo quiero preguntar primero,yes,no,
sitewide/shared,answer,src/data/site.ts:477,Está bien. Escribe tu duda por WhatsApp y agenda después cuando tengas más claridad.,Patient FAQ,SHORTEN,"Stiff, repetitive or less natural than needed",SHORTEN,Escribe tu duda por WhatsApp y decide después si quieres agendar.,yes,no,
sitewide/shared,title,src/data/site.ts:482,Escucha inicial,Heading / scanning,REWRITE,"Stiff, repetitive or less natural than needed",REWRITE,Motivo de consulta,yes,no,
sitewide/shared,description,src/data/site.ts:483,"El primer contacto busca entender qué te pasa, qué te preocupa y qué esperas resolver.",Information / orientation,SHORTEN,"Stiff, repetitive or less natural than needed",SHORTEN,"Cuéntanos qué te pasa, qué te preocupa o qué quieres cambiar.",yes,no,
sitewide/shared,title,src/data/site.ts:486,Valoración,Heading / scanning,KEEP,"Already clear, useful and natural enough",KEEP,Valoración,yes,no,
sitewide/shared,description,src/data/site.ts:487,La revisión clínica permite identificar necesidades reales antes de recomendar un plan.,Information / orientation,REWRITE,"Stiff, repetitive or less natural than needed",REWRITE,La revisión clínica permite saber qué necesitas antes de recomendar un plan.,yes,no,
sitewide/shared,title,src/data/site.ts:490,Explicación clara,Heading / scanning,KEEP,"Already clear, useful and natural enough",KEEP,Explicación clara,yes,no,
sitewide/shared,description,src/data/site.ts:491,"Conoces hallazgos, alternativas y próximos pasos con lenguaje sencillo.",Information / orientation,REWRITE,"Stiff, repetitive or less natural than needed",REWRITE,"Te contamos qué encontramos, las alternativas y el siguiente paso.",yes,no,
sitewide/shared,title,src/data/site.ts:494,Plan responsable,Heading / scanning,REWRITE,"Stiff, repetitive or less natural than needed",REWRITE,Plan de tratamiento,yes,no,
sitewide/shared,description,src/data/site.ts:495,"Cada decisión se toma según diagnóstico profesional, prioridades y disponibilidad.",Information / orientation,SHORTEN,"Stiff, repetitive or less natural than needed",SHORTEN,Se define según el diagnóstico y lo que conviene atender primero.,yes,no,
sitewide/shared,title,src/data/site.ts:500,Decidir con tranquilidad,Heading / scanning,REWRITE,"Stiff, repetitive or less natural than needed",REWRITE,Entender antes de decidir,yes,no,
sitewide/shared,description,src/data/site.ts:502,Buscamos que el paciente entienda sus opciones antes de iniciar cualquier tratamiento.,Information / orientation,KEEP,"Already clear, useful and natural enough",KEEP,Buscamos que el paciente entienda sus opciones antes de iniciar cualquier tratamiento.,yes,no,
sitewide/shared,title,src/data/site.ts:505,Cuidado sin presión,Heading / scanning,REWRITE,"Stiff, repetitive or less natural than needed",REWRITE,Preguntar antes de agendar,yes,no,
sitewide/shared,description,src/data/site.ts:507,La conversación por WhatsApp y la valoración están pensadas para resolver dudas con calma.,Information / orientation,SHORTEN,"Stiff, repetitive or less natural than needed",SHORTEN,Puedes escribir por WhatsApp si quieres resolver una duda primero.,yes,no,
sitewide/shared,title,src/data/site.ts:510,Expectativas realistas,Heading / scanning,REWRITE,"Stiff, repetitive or less natural than needed",REWRITE,Resultados sin promesas,yes,no,
sitewide/shared,description,src/data/site.ts:512,"Los tratamientos se explican de forma responsable, con expectativas claras y prudentes.",Information / orientation,SHORTEN,"Stiff, repetitive or less natural than needed",SHORTEN,La respuesta al tratamiento cambia según cada caso.,yes,no,
sitewide/shared,question,src/data/site.ts:518,¿Dónde está ubicada la atención?,Patient FAQ,KEEP,"Already clear, useful and natural enough",KEEP,¿Dónde está ubicada la atención?,yes,no,
sitewide/shared,answer,src/data/site.ts:520,"La atención es en Carepa, Antioquia. La dirección exacta se confirma al agendar por WhatsApp.",Patient FAQ,NEEDS-CLIENT-FACT,Prudent placeholder depends on a confirmed client fact,KEEP UNTIL CONFIRMED,"La atención es en Carepa, Antioquia. La dirección exacta se confirma al agendar por WhatsApp.",yes,yes,
sitewide/shared,question,src/data/site.ts:523,¿Puedo agendar por WhatsApp?,Patient FAQ,KEEP,"Already clear, useful and natural enough",KEEP,¿Puedo agendar por WhatsApp?,yes,no,
sitewide/shared,answer,src/data/site.ts:525,"Sí. Puedes escribir por WhatsApp para revisar disponibilidad, motivo de consulta y datos básicos de la cita.",Patient FAQ,KEEP,"Already clear, useful and natural enough",KEEP,"Sí. Puedes escribir por WhatsApp para revisar disponibilidad, motivo de consulta y datos básicos de la cita.",yes,no,
sitewide/shared,question,src/data/site.ts:528,¿Atienden urgencias?,Patient FAQ,KEEP,"Already clear, useful and natural enough",KEEP,¿Atienden urgencias?,yes,no,
sitewide/shared,answer,src/data/site.ts:530,"Puedes escribir por WhatsApp si tienes dolor, inflamación, fractura o una restauración caída. El equipo revisará disponibilidad de atención.",Patient FAQ,KEEP,"Already clear, useful and natural enough",KEEP,"Puedes escribir por WhatsApp si tienes dolor, inflamación, fractura o una restauración caída. El equipo revisará disponibilidad de atención.",yes,no,
sitewide/shared,question,src/data/site.ts:533,¿La valoración tiene costo?,Patient FAQ,KEEP,"Already clear, useful and natural enough",KEEP,¿La valoración tiene costo?,yes,no,
sitewide/shared,answer,src/data/site.ts:535,Puedes consultar el valor de la valoración directamente por WhatsApp antes de agendar.,Patient FAQ,KEEP,"Already clear, useful and natural enough",KEEP,Puedes consultar el valor de la valoración directamente por WhatsApp antes de agendar.,yes,no,
sitewide/shared,question,src/data/site.ts:538,¿Qué tratamientos ofrecen?,Patient FAQ,KEEP,"Already clear, useful and natural enough",KEEP,¿Qué tratamientos ofrecen?,yes,no,
sitewide/shared,answer,src/data/site.ts:540,"La página presenta servicios como limpieza dental, blanqueamiento, resinas, diseño de sonrisa, ortodoncia, prótesis, urgencias y odontología familiar.",Patient FAQ,KEEP,"Already clear, useful and natural enough",KEEP,"La página presenta servicios como limpieza dental, blanqueamiento, resinas, diseño de sonrisa, ortodoncia, prótesis, urgencias y odontología familiar.",yes,no,
sitewide/shared,question,src/data/site.ts:543,¿Puedo consultar antes de agendar?,Patient FAQ,KEEP,"Already clear, useful and natural enough",KEEP,¿Puedo consultar antes de agendar?,yes,no,
sitewide/shared,answer,src/data/site.ts:545,Sí. Puedes enviar tu duda por WhatsApp para recibir orientación inicial y saber si conviene programar una valoración.,Patient FAQ,SHORTEN,Overexplained or difficult to scan,SHORTEN,Sí. Envía tu duda por WhatsApp y te diremos si conviene programar una valoración.,yes,no,
sitewide/shared,name,src/data/team.ts:24,Dra. Nataly Jiménez,Information / orientation,KEEP,"Already clear, useful and natural enough",KEEP,Dra. Nataly Jiménez,no,no,
sitewide/shared,description,src/data/team.ts:27,"Acompaña valoraciones odontológicas con enfoque claro, humano y responsable para pacientes de Carepa y la región de Urabá.",Information / orientation,SHORTEN,Abstract or agency-like phrasing,SHORTEN,Realiza la valoración inicial y atiende casos de odontología general y estética.,no,no,
sitewide/shared,name,src/data/team.ts:35,Dra. Clara Parra,Information / orientation,KEEP,"Already clear, useful and natural enough",KEEP,Dra. Clara Parra,no,no,
sitewide/shared,description,src/data/team.ts:38,"Apoya la valoración y orientación de casos relacionados con alineación dental, mordida y desarrollo maxilar.",Information / orientation,SHORTEN,"Stiff, repetitive or less natural than needed",SHORTEN,"Valora casos de alineación dental, mordida y desarrollo maxilar.",no,no,
sitewide/shared,name,src/data/team.ts:45,Dr. Adalberto Atencia,Information / orientation,KEEP,"Already clear, useful and natural enough",KEEP,Dr. Adalberto Atencia,no,no,
sitewide/shared,description,src/data/team.ts:48,Profesional de apoyo para casos que requieren orientación especializada en cirugía maxilofacial e implantología.,Information / orientation,SHORTEN,Overexplained or difficult to scan,SHORTEN,Atiende los casos que requieren cirugía maxilofacial o valoración para implantes.,no,no,
sitewide/shared,name,src/data/team.ts:55,Vanesa López,Information / orientation,KEEP,"Already clear, useful and natural enough",KEEP,Vanesa López,no,no,
sitewide/shared,description,src/data/team.ts:58,"Acompaña la atención al paciente, la orientación inicial y el proceso de agendamiento por WhatsApp.",Information / orientation,SHORTEN,Abstract or agency-like phrasing,SHORTEN,Apoya la atención en el consultorio y coordina citas por WhatsApp.,no,no,
sitewide/shared,alt,src/data/team.ts:78,"Dra. Nataly Jiménez y Vanesa López, auxiliar e higienista oral",Describe image for accessibility,KEEP,"Already clear, useful and natural enough",KEEP,"Dra. Nataly Jiménez y Vanesa López, auxiliar e higienista oral",no,no,
sitewide/shared,a,src/pages/_document.tsx:9,Saltar al contenido principal,Action / choice,KEEP,"Already clear, useful and natural enough",KEEP,Saltar al contenido principal,no,no,
/consultorio,p,src/pages/consultorio.tsx:51,Consultorio,Information / orientation,KEEP,"Already clear, useful and natural enough",KEEP,Consultorio,no,no,
/consultorio,a,src/pages/consultorio.tsx:56,Agendar valoración,Action / choice,KEEP,"Already clear, useful and natural enough",KEEP,Agendar valoración,no,no,
/consultorio,p,src/pages/consultorio.tsx:75,Quién te atiende,Information / orientation,KEEP,"Already clear, useful and natural enough",KEEP,Quién te atiende,no,no,
/consultorio,p,src/pages/consultorio.tsx:86,El espacio,Information / orientation,REWRITE,"Stiff, repetitive or less natural than needed",REWRITE,En Carepa,no,no,
/consultorio,h2,src/pages/consultorio.tsx:87,"Un consultorio real, preparado para atenderte.",Heading / scanning,SHORTEN,"Stiff, repetitive or less natural than needed",SHORTEN,El consultorio,no,no,
/consultorio,p,src/pages/consultorio.tsx:89,La unidad odontológica y el espacio de atención forman parte del consultorio en Carepa. La disponibilidad y las indicaciones para llegar se confirman al agendar.,Information / orientation,SHORTEN,Overexplained or difficult to scan,SHORTEN,La atención es en Carepa. La dirección exacta y las indicaciones para llegar se confirman al agendar.,no,no,
/consultorio,alt,src/pages/consultorio.tsx:97,Unidad odontológica del consultorio de la Dra. Nataly Jiménez en Carepa,Describe image for accessibility,KEEP,"Already clear, useful and natural enough",KEEP,Unidad odontológica del consultorio de la Dra. Nataly Jiménez en Carepa,no,no,
/consultorio,figcaption,src/pages/consultorio.tsx:102,Fotografía real del consultorio.,Information / orientation,REWRITE,"Stiff, repetitive or less natural than needed",REWRITE,Consultorio de la Dra. Nataly Jiménez en Carepa.,no,no,
/consultorio,aria-label,src/pages/consultorio.tsx:118,Enfoque del consultorio,Information / orientation,KEEP,"Already clear, useful and natural enough",KEEP,Enfoque del consultorio,no,no,
/consultorio,span,src/pages/consultorio.tsx:119,"Carepa, Antioquia",Information / orientation,KEEP,"Already clear, useful and natural enough",KEEP,"Carepa, Antioquia",no,no,
/consultorio,strong,src/pages/consultorio.tsx:120,"Salud oral, estética dental y bienestar con atención personalizada.",Information / orientation,REWRITE,"Stiff, repetitive or less natural than needed",REWRITE,"Odontología general, estética y servicios especializados.",no,no,
/equipo,p,src/pages/equipo.tsx:51,Equipo,Information / orientation,KEEP,"Already clear, useful and natural enough",KEEP,Equipo,no,no,
/equipo,h1,src/pages/equipo.tsx:52,Un equipo para orientar tu atención odontológica con claridad.,Heading / scanning,SHORTEN,"Stiff, repetitive or less natural than needed",SHORTEN,Conoce al equipo,no,no,
/equipo,p,src/pages/equipo.tsx:54,"Conoce a las personas que acompañan la valoración, el tratamiento y el cuidado oral de pacientes de Carepa y la región de Urabá.",Information / orientation,REWRITE,Abstract or agency-like phrasing,REWRITE,"Nataly atiende odontología general y estética. El consultorio cuenta con apoyo en ortodoncia, cirugía maxilofacial e implantología.",no,no,
/equipo,a,src/pages/equipo.tsx:59,Agendar por WhatsApp,Action / choice,KEEP,"Already clear, useful and natural enough",KEEP,Agendar por WhatsApp,no,no,
/equipo,p,src/pages/equipo.tsx:85,Atención cercana,Information / orientation,REWRITE,Abstract or agency-like phrasing,REWRITE,Nataly y Vanesa,no,no,
/equipo,h2,src/pages/equipo.tsx:86,Personas detrás de cada valoración,Heading / scanning,SHORTEN,"Stiff, repetitive or less natural than needed",SHORTEN,Quiénes te atienden,no,no,
/equipo,p,src/pages/equipo.tsx:88,"La atención combina odontología general, estética y apoyo especializado. Cada caso se revisa en valoración antes de recomendar un tratamiento.",Information / orientation,SHORTEN,Overexplained or difficult to scan,SHORTEN,Cada profesional participa según el motivo de consulta.,no,no,
/,p,src/pages/index.tsx:38,Llegaste por:,Information / orientation,REWRITE,"Stiff, repetitive or less natural than needed",REWRITE,Información sobre,no,no,
/servicios/*,p,src/pages/servicios/[slug].tsx:74,en Carepa,Information / orientation,KEEP,"Already clear, useful and natural enough",KEEP,en Carepa,no,no,
/servicios/*,a,src/pages/servicios/[slug].tsx:79,Consultar por WhatsApp,Action / choice,KEEP,"Already clear, useful and natural enough",KEEP,Consultar por WhatsApp,no,no,
/servicios/*,span,src/pages/servicios/[slug].tsx:88,Antes de iniciar,Information / orientation,KEEP,"Already clear, useful and natural enough",KEEP,Antes de iniciar,no,no,
/servicios/*,strong,src/pages/servicios/[slug].tsx:89,La valoración define si este tratamiento corresponde a tu caso.,Information / orientation,REWRITE,"Stiff, repetitive or less natural than needed",REWRITE,Primero hay que revisar si este tratamiento corresponde a tu caso.,no,no,
/servicios/*,p,src/pages/servicios/[slug].tsx:90,Sin diagnósticos por chat ni promesas de resultado.,Information / orientation,KEEP,"Already clear, useful and natural enough",KEEP,Sin diagnósticos por chat ni promesas de resultado.,no,no,
/servicios/*,h2,src/pages/servicios/[slug].tsx:98,Qué puede aportar,Heading / scanning,KEEP,"Already clear, useful and natural enough",KEEP,Qué puede aportar,no,no,
/servicios/*,h2,src/pages/servicios/[slug].tsx:107,Cuándo consultar,Heading / scanning,KEEP,"Already clear, useful and natural enough",KEEP,Cuándo consultar,no,no,
/servicios/*,p,src/pages/servicios/[slug].tsx:120,Proceso,Information / orientation,KEEP,"Already clear, useful and natural enough",KEEP,Proceso,no,no,
/servicios/*,h2,src/pages/servicios/[slug].tsx:121,Cómo suele ser el proceso,Heading / scanning,SHORTEN,"Stiff, repetitive or less natural than needed",SHORTEN,Cómo empieza,no,no,
/servicios/*,p,src/pages/servicios/[slug].tsx:123,La ruta exacta depende de tu valoración. Estos pasos ayudan a entender cómo iniciar sin asumir un diagnóstico previo.,Information / orientation,SHORTEN,Overexplained or difficult to scan,SHORTEN,Los pasos pueden cambiar según lo que encontremos en la valoración.,no,no,
/servicios/*,p,src/pages/servicios/[slug].tsx:143,Caso real,Information / orientation,KEEP,"Already clear, useful and natural enough",KEEP,Caso real,no,no,
/servicios/*,figcaption,src/pages/servicios/[slug].tsx:157,Antes,Information / orientation,KEEP,"Already clear, useful and natural enough",KEEP,Antes,no,no,
/servicios/*,figcaption,src/pages/servicios/[slug].tsx:169,Después,Information / orientation,KEEP,"Already clear, useful and natural enough",KEEP,Después,no,no,
/servicios/*,p,src/pages/servicios/[slug].tsx:181,Preguntas frecuentes,Information / orientation,KEEP,"Already clear, useful and natural enough",KEEP,Preguntas frecuentes,no,no,
/servicios/*,h2,src/pages/servicios/[slug].tsx:182,Dudas antes de agendar,Heading / scanning,KEEP,"Already clear, useful and natural enough",KEEP,Dudas antes de agendar,no,no,
/servicios/*,p,src/pages/servicios/[slug].tsx:184,Estas respuestas son orientación general. La conducta clínica se define con una valoración profesional.,Information / orientation,SHORTEN,"Stiff, repetitive or less natural than needed",SHORTEN,Son respuestas generales. La valoración define qué corresponde en cada caso.,no,no,
/servicios/*,p,src/pages/servicios/[slug].tsx:203,Otros servicios,Information / orientation,KEEP,"Already clear, useful and natural enough",KEEP,Otros servicios,no,no,
/servicios/*,h2,src/pages/servicios/[slug].tsx:204,También puedes revisar,Heading / scanning,KEEP,"Already clear, useful and natural enough",KEEP,También puedes revisar,no,no,
/servicios/*,span,src/pages/servicios/[slug].tsx:226,Antes de decidir,Information / orientation,KEEP,"Already clear, useful and natural enough",KEEP,Antes de decidir,no,no,
/servicios/*,p,src/pages/servicios/[slug].tsx:228,"La información de esta página es educativa y no reemplaza una valoración odontológica profesional. Para confirmar disponibilidad y orientación inicial, escribe por WhatsApp.",Information / orientation,SHORTEN,Overexplained or difficult to scan,SHORTEN,"Esta información es general y no reemplaza una valoración odontológica. Para consultar disponibilidad, escribe por WhatsApp.",no,no,
/servicios/*,a,src/pages/servicios/[slug].tsx:234,Agendar valoración,Action / choice,KEEP,"Already clear, useful and natural enough",KEEP,Agendar valoración,no,no,
/servicios,p,src/pages/servicios/index.tsx:47,Servicios,Information / orientation,KEEP,"Already clear, useful and natural enough",KEEP,Servicios,no,no,
/servicios,h1,src/pages/servicios/index.tsx:48,Catálogo de atención odontológica en Carepa.,Heading / scanning,SHORTEN,"Stiff, repetitive or less natural than needed",SHORTEN,Servicios odontológicos en Carepa,no,no,
/servicios,p,src/pages/servicios/index.tsx:50,"Explora por categoría y abre la guía de cada tratamiento. Si no sabes cuál corresponde a tu caso, la valoración es el punto de partida.",Information / orientation,SHORTEN,Overexplained or difficult to scan,SHORTEN,"Busca el servicio que necesitas. Si no estás seguro, escríbenos y te indicamos cómo empezar.",no,no,
/servicios,span,src/pages/servicios/index.tsx:61,servicios,Information / orientation,KEEP,"Already clear, useful and natural enough",KEEP,servicios,no,no,
/servicios,span,src/pages/servicios/index.tsx:78,Orientación en valoración,Information / orientation,REWRITE,"Stiff, repetitive or less natural than needed",REWRITE,Consulta por WhatsApp,no,no,
/servicios,span,src/pages/servicios/index.tsx:93,¿No sabes cuál elegir?,Information / orientation,KEEP,"Already clear, useful and natural enough",KEEP,¿No sabes cuál elegir?,no,no,
/servicios,p,src/pages/servicios/index.tsx:94,Cuéntanos qué sientes y te orientamos para agendar una valoración.,Information / orientation,SHORTEN,"Stiff, repetitive or less natural than needed",SHORTEN,Cuéntanos qué sientes o qué quieres cambiar.,no,no,
/servicios,a,src/pages/servicios/index.tsx:105,Pedir orientación,Action / choice,REWRITE,"Stiff, repetitive or less natural than needed",REWRITE,Escribir por WhatsApp,no,no,
